50,100,150,200,250,300,350,400,BS
793.572992412,793.626396822,793.660627159,793.69692944,793.6659496,793.65965733,793.671233153,793.680807633,791.688711157
nan,nan,nan,nan,nan,nan,nan,nan,750.0
nan,nan,nan,nan,nan,nan,nan,nan,730.0
772.675818502,772.055448311,771.930836759,772.105960058,772.25868311,772.268200374,772.101063383,772.221590438,770.348148762
721.528103734,721.243164829,721.555620325,721.532268567,721.518860133,721.519665754,721.505023531,721.452887701,719.327420798
732.856378947,732.515636084,732.399372515,732.505091394,732.565908296,732.480467272,732.374195275,732.52566454,730.503475134
678.540273536,678.324581145,678.464239139,678.393667996,678.380007753,678.403747417,678.425807552,678.419558052,676.088705753
692.937636573,692.880665131,692.773177275,692.808562036,692.776355891,692.595080162,692.714457214,692.733053652,690.619702456
641.75216006,641.866401675,641.959482146,642.026834188,642.016076126,641.974268412,641.903095213,642.00534531,639.60803295
652.830919215,653.052351143,652.953883683,652.920285626,652.797078644,652.695005536,652.862577296,652.750955094,650.608734847
nan,nan,nan,nan,nan,nan,nan,nan,570.0
nan,nan,nan,nan,nan,nan,nan,nan,555.0
nan,nan,nan,nan,nan,nan,nan,nan,550.0
nan,nan,nan,nan,nan,nan,nan,nan,545.0
592.779623592,593.445604143,593.361578781,593.218140276,593.069844539,593.289729542,593.21847112,593.214024104,590.873869101
nan,nan,nan,nan,nan,nan,nan,nan,520.0
577.618977651,578.386059294,578.305588749,578.137121899,578.120791981,578.277161145,578.150871758,578.224263673,575.811220497
nan,nan,nan,nan,nan,nan,nan,nan,510.0
nan,nan,nan,nan,nan,nan,nan,nan,505.0
nan,nan,nan,nan,nan,nan,nan,nan,500.0
