price_BS
1.07254372179
2.42456167036
4.1125178604
2.31214925984
2.69270574337
6.42768043473
11.1430898336
12.4453498349
13.6619911086
15.5900167111
17.3239664474
21.4823943218
23.9360436442
26.4742992235
29.3626832685
32.6124842897
35.9291568759
39.8010125776
43.4557626679
48.1333827076
