American option
1.038634429364578
2.359935927074819
4.012537171240457
2.220064565575945
2.6152121114763007
6.280400844112812
10.927532657652486
12.161769753761835
13.414623311474665
15.220929949360334
17.02327853831915
21.119449368957138
23.47099994021316
26.04055497606712
28.82755288017583
32.10253321687468
35.303726952872985
39.20965828474551
42.72618042802235
47.45541103784784
