c
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
9.196546579319147
50.03623290566429
92.43585691097996
136.45500293053328
182.155531219365
229.60166488471532
278.8600801389746
329.99999999999
383.0932915704075
438.2145670327541
495.4412885021911
554.853876884287
616.5358248907885
680.5738143722112
747.0578381321379
816.0813263944103
887.7412781009389
962.1383972246449
1039.3772342890948
1119.5663332937052
1202.8183842509925
1289.2503815502296
1378.983788370058
1472.1447073711038
1568.864057908474
1669.2777600131694
1773.5269254009654
1881.7580557771835
1994.123248716035
2110.7804114038568
2231.8934825466154
2357.632662753526
2488.174653720545
2623.7029065498623
2764.407879554357
2910.487305909309
3062.1464715274997
3219.5985035482036
3383.0646698454757
3552.774689976647
3728.9670580079955
3911.889377671265
4101.79871032203
4298.96193618889
4503.656129421154
4716.168947462089
4936.799035294894
5165.856445129507
5403.663072120029
5650.553106725073
5906.873504346748
6172.984472908259
6449.259979055326
6736.088273692775
7033.872437594851
7343.0309478559975
7663.998265978129
7997.225448420861
8343.180780472672
8702.350434333812
9075.23915233574
9462.370956257233
9864.289883733969
10281.560752796453
10714.769955610718
11164.52628253722
11631.461777665985
12116.232627030326
12619.520080747285
13142.03141038074
13684.500902872522
14247.69089243835
14832.39283187868
15439.428404810013
16069.650680379662
16723.945312086715
17403.231782393897
18108.464694879396
18840.6351157445
19600.771966562283
20389.94347022459
21209.258652119275
22059.868898647346
22942.969575270166
23859.801706360588
24811.653719218717
25799.863254703152
26825.81904702222
27890.96287532687
28996.791589847784
30144.859215424094
31336.779135379744
32574.226358816537
33858.93987451012
35192.72509471678
36577.45639232541
38015.0797349201
39507.61541945495
41057.160911384235
42665.89379223771
44336.074819783316
46070.05110507775
47870.25941086954
49739.22957599003
51679.58807054444
53694.06168689922
55785.48137165259
57956.78620397339
