date,fxe,ewj,gld,qqq,spy,shv,dba,uso,xbi,ilf,gaf,epp,fez
2007/1/3,122.930611,48.660412,62.279999,38.903549,111.166,NA,NA,49.400002,14.536129,25.878641,NA,26.2363,35.871662
2007/1/4,122.193306,49.174423,61.650002,39.641331,111.401939,NA,NA,47.389999,14.831878,25.572939,NA,25.790236,35.851967
2007/1/5,121.409393,47.906513,60.169998,39.452377,110.513351,NA,24.20788,47.830002,14.825515,24.905249,NA,25.442598,35.228413
2007/1/8,121.577354,48.180656,60.48,39.479374,111.024483,NA,24.169178,47.490002,14.873219,25.206396,NA,25.643646,35.248104
2007/1/9,121.381355,48.489071,60.849998,39.677307,110.930107,NA,23.859564,47.299999,14.914558,24.561525,NA,25.714842,35.162766
2007/1/10,120.924103,47.76944,60.59,40.145161,111.299667,NA,23.927292,45.360001,15.041761,24.79118,NA,25.486582,34.782066
2007/1/11,120.485428,47.52956,60.630001,40.559044,111.787224,99.14267,24.285284,44.34,15.308888,25.022362,NA,25.633167,35.162766
2007/1/12,120.718742,48.146385,62.169998,40.765961,112.63649,99.197357,26.220366,44.630001,15.541032,25.414766,NA,26.028975,35.418762
2007/1/16,120.737396,48.317722,61.970001,40.738956,112.416328,99.179123,25.156069,43.34,15.547394,25.270277,NA,26.15044,35.32687
2007/1/17,120.840065,48.317722,62.639999,40.406078,112.463547,99.23391,25.030291,44.220001,15.576016,25.356964,NA,26.219542,35.116829
2007/1/18,121.157433,48.283459,62.259998,39.659313,112.08606,99.22477,25.156069,43.23,15.41065,25.064945,NA,26.269815,35.005234
2007/1/19,121.194733,48.626133,63,39.740292,112.306236,99.206505,25.010939,44.43,15.423369,25.544044,NA,26.711691,35.438461
2007/1/22,121.082748,48.626133,62.720001,39.308422,111.960243,99.243011,25.252825,43.84,15.264367,25.612482,NA,26.713779,35.097137
2007/1/23,121.82933,48.90028,64.230003,39.209461,112.290543,99.25209,25.707567,45.650002,15.159424,26.220856,NA,27.130533,35.372822
2007/1/24,121.278702,49.551373,64.330002,39.857254,113.194801,99.306847,25.204447,46.099998,15.30571,26.55546,NA,26.919014,35.622246
2007/1/25,121.064056,48.728943,64.059998,39.344421,111.86586,99.306847,25.088343,45.27,15.099005,25.81933,NA,26.225828,35.116829
2007/1/26,120.830742,48.763203,64.169998,39.200459,111.763634,99.297714,25.194773,46.279999,15.060843,26.007923,NA,26.326351,35.234978
2007/1/29,121.176064,48.934544,63.77,39.236458,111.700737,99.370689,24.769053,44.970001,15.133985,25.673319,NA,26.343105,35.320309
2007/1/30,121.353386,49.242958,64.220001,39.254471,112.282623,99.370689,25.078667,47.360001,15.229386,25.96991,NA,26.680273,35.68132
2007/1/31,122.025337,49.037357,64.830002,39.650303,113.037529,99.416306,25.059317,48.240002,15.194405,26.523523,NA,26.640486,35.884792
2007/2/1,121.853218,49.688442,65.220001,39.587337,113.713799,99.419975,24.962561,47.84,15.286629,26.779041,NA,26.690742,36.101398
2007/2/2,121.376053,49.380032,64.279999,39.731297,113.871086,99.447403,25.185097,49.34,15.226204,26.841398,NA,26.85829,35.989838
2007/2/5,121.039192,49.003086,64.309998,39.695309,113.902512,99.474846,25.233473,49.099998,15.159424,26.937208,NA,26.85829,35.825714
2007/2/6,121.525711,49.414299,64.790001,39.641331,113.93399,99.465691,24.865808,49.209999,15.133985,27.115166,NA,27.111685,36.048901
2007/2/7,121.825127,49.380032,64.629997,40.001213,114.185593,99.520569,24.827106,48.25,15.251646,26.90984,NA,27.243622,36.252377
2007/2/8,122.10582,48.763203,65.519997,39.992203,114.036194,99.511414,25.039963,49.75,15.35341,26.93417,NA,27.373457,36.252377
2007/2/9,121.778351,48.90028,66.120003,39.479374,113.186935,99.538834,25.310875,49.990002,15.210305,26.479412,NA,27.22476,35.989838
2007/2/12,121.413445,48.866016,65.669998,39.326439,112.801605,99.538834,25.098019,48.369999,15.598274,26.371428,NA,26.996504,35.753521
2007/2/13,122.096413,49.894054,65.839996,39.46138,113.753098,99.538834,25.320551,49.360001,15.741379,26.969158,NA,27.277128,36.324574
2007/2/14,123.013351,50.716484,66.370003,40.127171,114.500122,99.602936,25.156069,48.450001,15.766817,27.52886,NA,27.559851,36.685581
2007/2/15,123.163055,51.127697,66.410004,40.361088,114.649536,99.612007,25.465681,48.349998,15.700031,27.436081,NA,27.639423,36.659328
2007/2/16,123.125618,51.093422,66.360001,40.226143,114.594467,99.630287,25.872049,49.349998,15.84314,27.395016,NA,27.664553,36.600258
2007/2/20,123.116211,50.922092,65.309998,40.532028,114.838272,99.639465,25.794647,48.669998,15.979886,27.407187,NA,27.775549,36.659328
2007/2/21,123.172386,50.956348,67.349998,40.658005,114.791084,99.676079,26.084909,49.860001,15.925817,27.422392,NA,27.786018,36.475552
2007/2/22,123.013351,51.093422,67.150002,40.864933,114.704567,99.676079,26.607382,50.330002,15.986247,27.559269,NA,27.934706,36.600258
2007/2/23,123.443748,51.538906,67.720001,40.720985,114.256409,99.721802,26.307444,50.459999,15.970345,27.148628,NA,28.072926,36.679039
2007/2/26,123.630844,51.881596,68.099998,40.523052,114.154121,99.730934,26.278418,50.900002,15.932184,27.060411,NA,28.17135,36.836563
2007/2/27,124.13604,50.647938,65.410004,38.858566,109.695564,99.749237,25.668867,49.950001,15.296167,24.909815,NA,26.523216,35.090565
2007/2/28,124.107986,50.579418,66.480003,38.984539,110.82,99.813278,26.123611,51.18,15.318427,25.367619,NA,26.808025,35.346565
2007/3/1,123.694458,50.339531,65.82,38.804592,110.489754,99.810524,25.775295,51.240002,15.070385,25.095364,NA,26.355673,34.828014
2007/3/2,123.778854,49.517101,63.709999,38.219776,109.042854,99.865486,25.533411,51.009998,14.701493,24.578253,NA,26.068758,34.368542
2007/3/5,122.841156,48.797474,62.93,37.922874,108.004898,99.847191,25.485035,49.619999,14.571111,24.015503,NA,25.266685,33.751541
2007/3/6,123.169357,49.962593,64.150002,38.55267,109.852821,99.856369,25.349579,50.32,14.749193,25.198793,NA,26.303318,34.709866
2007/3/7,123.713219,49.859791,64.300003,38.399723,109.742714,99.893021,25.581787,51.290001,14.691951,24.987381,NA,26.213266,34.644226
2007/3/8,123.319351,50.305256,64.480003,38.660633,110.670639,99.902229,25.562437,51.290001,14.752375,25.487764,NA,26.529491,34.99868
2007/3/9,123.094353,50.339531,64.25,38.624649,110.702087,99.893021,25.456007,50.110001,14.774636,25.802593,NA,26.699125,35.110256
2007/3/12,123.910172,50.750748,64.370003,38.876572,110.867218,99.92054,25.281849,49.349998,14.895479,26.035295,NA,27.166138,35.189026
2007/3/13,123.882027,49.825516,63.720001,38.120804,108.712631,99.984741,25.049639,48.939999,14.612451,25.140995,NA,26.380806,34.263523
2007/3/14,124.163322,49.380032,63.939999,38.678623,109.522545,99.993935,25.136719,49.139999,14.676054,25.452784,NA,26.586039,34.368542
2007/3/15,124.294579,49.414299,63.98,38.588661,109.671951,99.984741,24.769053,48.669998,14.711035,25.630733,NA,26.877129,34.532639
2007/3/16,125.072937,49.380032,64.620003,38.558952,109.364853,100.00309,25.078667,48.419998,14.625171,25.369135,NA,26.831066,34.706116
2007/3/19,124.932243,49.928322,64.739998,38.955078,110.68322,100.00309,25.146395,48.700001,14.717394,25.909063,44.555897,27.270842,35.251472
2007/3/20,125.157318,50.373802,65.269997,39.234154,111.29113,100.030594,25.330227,48.459999,14.828698,26.214775,NA,27.459326,35.553719
2007/3/21,125.794998,50.922092,65.82,39.990398,113.122681,100.094757,25.465681,48.799999,15.140341,27.092352,NA,28.13575,36.342201
2007/3/22,125.335503,50.99062,65.760002,39.84634,113.035904,100.067291,25.494711,50.18,15.156248,26.996532,NA,28.037333,36.315914
2007/3/23,124.932243,51.059158,65.150002,39.720322,113.201683,100.10392,25.426981,50.57,15.223024,27.057365,46.180058,28.012199,36.519588
2007/3/26,125.326096,50.785007,65.839996,39.882359,113.051659,100.113129,24.962561,51.169998,15.223024,27.057365,46.180058,28.192295,36.473595
2007/3/27,125.551109,50.579418,65.699997,39.603279,112.783257,100.140594,25.078667,51.200001,15.219847,26.824663,45.865704,28.049889,36.375042
2007/3/28,125.129166,50.202454,66.050003,39.180145,111.962196,100.168098,25.223799,52,15.200765,26.461163,45.222027,27.708536,36.03994
2007/3/29,125.354225,50.270992,65.650002,39.225159,112.08062,100.195625,25.243149,53.619999,15.194405,27.153187,46.105206,27.968224,36.539314
2007/3/30,125.588669,49.928322,65.739998,39.189148,112.104271,100.195625,24.372362,53.349998,15.343869,27.127333,46.105206,28.13575,36.565605
2007/4/2,125.812408,49.654171,65.849998,39.243164,112.230621,100.20018,24.256256,53.560001,15.407467,27.521255,46.816246,28.278164,36.756142
2007/4/3,125.445747,50.065392,65.830002,39.756325,113.43853,100.21859,24.072422,52.459999,15.560115,27.974487,47.459927,28.79962,37.156944
2007/4/4,125.699608,50.442333,66.809998,39.918377,113.564842,100.273758,24.362688,52.330002,15.642797,28.106808,47.639561,28.983908,37.367218
2007/4/5,126.367081,50.305256,66.860001,40.116432,113.872719,100.264572,24.60457,52.009998,15.884484,28.228485,47.796734,29.151443,37.708874
2007/4/9,125.643181,50.236725,66.529999,40.017395,114.030571,100.273758,24.633596,50.349998,15.929008,28.517464,47.976364,29.224752,37.570904
2007/4/10,126.414124,50.40807,67.160004,40.224472,114.164825,100.301369,24.720675,50.610001,15.878122,28.578299,48.223362,29.647772,37.951996
2007/4/11,126.470558,50.202454,67.080002,39.801346,113.699005,100.328941,24.740026,50.459999,15.789078,28.407959,47.826672,29.381809,37.761444
2007/4/12,126.949989,50.133919,66.989998,40.116432,114.204292,100.356483,24.662624,51.650002,16.145247,28.544838,48.268269,29.706413,38.043983
2007/4/13,127.485901,49.722713,67.839996,40.197453,114.725334,100.37487,24.981913,51.52,16.266092,28.867279,48.724827,29.683382,38.398811
2007/4/16,127.542305,50.442333,68.400002,40.566578,115.814774,100.39328,24.77873,51.200001,16.412376,29.2323,49.533165,30.051956,38.917881
2007/4/17,127.739738,50.133919,68,40.656601,116.122681,100.402435,24.449764,50.290001,16.371033,29.223177,49.907406,30.087564,38.944168
2007/4/18,127.993584,50.202454,68.379997,40.521557,116.264816,100.466759,24.304634,50.139999,16.371033,29.043707,49.622978,30.010077,38.885025
2007/4/19,128.18158,49.962593,67.529999,40.647598,116.233246,100.475983,24.60457,49.220001,16.348778,29.077168,49.548134,29.612171,38.779907
2007/4/20,128.040634,50.168198,68.699997,40.872669,117.330559,100.466759,24.6723,50.049999,16.517323,29.468048,50.221756,30.031017,39.430397
2007/4/23,127.861992,49.619904,68.260002,40.935684,116.888474,100.503563,24.188528,51.220001,16.883026,29.262714,50.101994,29.769243,39.062431
2007/4/24,128.473053,49.551373,67.730003,41.142746,116.935829,100.512741,24.140152,50.389999,16.851233,29.15321,50.04961,29.402761,39.128139
2007/4/25,128.557632,49.825516,67.889999,41.691925,118.009491,100.540329,24.720675,51.32,16.937088,29.48782,50.895363,29.884418,39.614372
2007/4/26,128.162857,49.585636,66.870003,41.908001,118.143707,100.512741,24.614246,50.939999,17.118351,29.308346,50.483711,29.716877,39.404121
2007/4/27,128.745758,49.311501,67.559998,41.926006,118.048973,100.549538,24.294958,51.84,17.013409,29.247507,50.281624,29.610085,39.397537
2007/4/30,128.717438,48.934544,67.089996,41.376831,117.070038,100.567879,24.043398,51.240002,16.711296,28.683249,49.772671,29.23312,39.430397
2007/5/1,128.330093,48.934544,66.690002,41.34082,117.37001,100.596527,24.44009,50.360001,16.841682,28.710621,49.959789,29.339933,39.404121
2007/5/2,128.198151,49.208694,66.660004,41.790947,118.056839,100.642616,24.304634,49.59,17.16287,29.247507,50.708244,29.716877,39.614372
2007/5/3,127.821091,49.277225,67.489998,41.944008,118.696381,100.651848,24.614246,49.279999,17.108807,29.772234,50.835484,29.93259,39.614372
2007/5/4,128.254684,49.448566,68.190002,41.980022,119.146332,100.670258,24.77873,48.299999,17.111996,30.099228,51.089973,30.093847,39.942902
2007/5/7,128.264145,49.688442,68.25,41.980022,119.170013,100.651848,24.498142,48.060001,17.092907,29.980598,51.531555,30.17971,39.949474
2007/5/8,127.736229,49.585636,67.879997,42.070038,119.012154,100.688698,24.024046,48.639999,17.064291,29.764631,51.022602,29.995419,39.640656
2007/5/9,127.764496,50.202454,67.449997,42.160065,119.3358,100.744049,24.091776,48.009998,17.073832,30.61635,51.134872,30.361902,39.791771
2007/5/10,127.255486,49.448566,66,41.5839,118.088455,100.753242,23.917616,48.150002,16.701761,29.881735,50.109482,29.947252,38.845604
2007/5/11,127.717354,49.825516,66.449997,42.115051,119.098953,100.762474,24.507818,48.57,17.010227,30.400379,50.266666,30.487555,39.686646
2007/5/14,127.792755,49.688442,66.279999,41.826962,118.838432,100.77169,24.44009,48.560001,16.921186,30.038397,50.281624,30.324209,39.489525
2007/5/15,128.198151,49.277225,66.540001,41.502842,118.870041,100.808586,24.517494,48.990002,16.851233,30.190489,49.862488,30.227875,39.772064
2007/5/16,127.670288,49.380032,65.599998,41.908001,119.683189,100.863892,24.47879,48.529999,16.952988,31.215595,50.259171,30.219494,39.818043
2007/5/17,127.349792,48.968815,65.059998,41.709942,119.446335,100.873123,24.314308,50.16,16.851233,31.179085,49.398445,30.345148,39.620934
2007/5/18,127.613724,48.831741,65.519997,42.05204,120.488434,100.882339,24.072422,50.099998,16.97525,31.624731,50.109482,30.416351,40.310841
2007/5/21,127.198898,48.831741,65.669998,42.322113,120.425293,100.882339,24.517494,50.82,17.083372,31.901537,50.109482,30.324209,39.969193
2007/5/22,126.96331,49.311501,65.199997,42.358143,120.330521,100.882339,24.178852,49.919998,17.261454,31.664272,50.319054,30.135736,40.015182
2007/5/23,127.189545,49.380032,65.540001,42.160065,120.346359,100.93763,24.285284,50.169998,17.20421,31.495451,50.655857,30.242531,40.218868
2007/5/24,126.831291,49.140152,64.75,41.556885,119.256889,100.956093,24.720675,48.93,16.972073,30.487064,49.181389,29.486523,39.745792
2007/5/25,127.019829,48.934544,64.940002,41.817978,119.75425,100.974525,25.156069,49.5,17.035667,31.261229,49.622978,29.752495,40.113735
2007/5/29,127.038704,49.448566,65.07,42.142071,120.188461,100.983772,24.749702,48.400002,17.156509,31.297724,49.510708,29.842537,40.126869
2007/5/30,126.96331,49.551373,64.720001,42.484161,121.167389,101.029831,25.378605,48.209999,17.150154,31.997358,49.211334,30.012173,40.278
2007/5/31,127.12352,50.031124,65.540001,42.68222,121.041092,101.039093,25.494711,48.959999,17.092907,32.023216,49.241264,30.135736,40.534248
2007/6/1,126.936356,50.305256,66.440002,42.70924,121.641068,101.054863,25.533411,49.459999,17.220114,33.037678,49.697826,30.460331,40.829937
2007/6/4,127.522316,50.476593,66.540001,42.835278,121.656853,101.101089,25.378605,50.349998,17.232832,32.947926,49.428383,30.774454,40.908775
2007/6/5,127.84375,50.40807,66.370003,42.835278,121.17527,101.091835,25.456007,50.02,17.175594,32.745655,48.911942,30.655087,40.645962
2007/6/6,127.654678,50.202454,66.410004,42.376125,119.872719,101.11039,25.262501,50.310001,16.943449,31.817883,48.61256,30.271854,39.910038
2007/6/7,126.926872,49.996853,65.260002,41.718929,117.709526,101.156624,25.697891,50.650002,16.472795,30.807987,47.474892,29.863482,38.963867
2007/6/8,126.378708,50.236725,64.220001,42.232082,119.241096,101.17514,25.572113,49.060001,16.6,31.612562,47.602135,30.366087,39.555233
2007/6/11,126.321999,50.168198,64.699997,42.151066,119.446335,101.18441,25.988155,49.84,16.641336,32.0369,48.335632,30.366087,39.535515
2007/6/12,125.849419,49.517101,64.099998,41.898998,118.143707,101.193642,26.094584,49.560001,16.377394,31.410271,47.452446,29.84882,38.79961
2007/6/13,126.047874,49.654171,64.529999,42.358143,119.912109,101.17514,26.394524,50.09,16.615898,32.131195,47.946426,30.324209,39.443523
2007/6/14,125.981773,49.722713,64.599998,42.637226,120.677917,101.249191,26.607382,51.099998,16.743105,32.768467,48.78471,30.443579,39.988895
2007/6/15,126.643394,50.168198,64.849998,43.030941,121.364586,101.276955,26.965372,51.529999,17.025919,33.530449,49.316116,30.690689,40.598385
2007/6/18,126.89856,50.065392,64.949997,43.039967,121.221786,101.286209,27.236282,52.139999,16.748531,33.642998,49.825069,30.820545,40.652016
2007/6/19,127.059242,50.031124,65.480003,43.030941,121.523125,101.313972,26.239717,52.119999,16.691135,33.506115,49.750229,31.130476,40.786121
2007/6/20,126.936356,49.688442,64.709999,42.6255,119.834335,101.341721,26.346146,51.549999,16.39143,32.81562,49.368496,30.952473,40.229595
2007/6/21,126.785164,49.928322,64.559998,43.01292,120.50032,101.35099,26.288092,51.599998,16.388239,33.171505,49.061642,31.272894,40.484394
2007/6/22,127.522316,49.448566,64.779999,42.607487,119.366516,101.37883,25.823673,51.889999,16.133171,32.821701,48.275757,30.864519,40.061977
2007/6/25,127.560204,49.174423,64.43,42.42728,118.795631,101.388,25.446331,51.959999,15.948248,32.274155,47.976364,30.88546,39.974812
2007/6/26,127.475121,49.242958,63.619999,42.184021,117.574661,101.39724,25.804323,51.119999,15.88129,31.757053,47.377598,30.652992,39.780369
2007/6/27,127.418388,49.345768,63.669998,42.832729,119.247574,101.425064,25.388279,51.880001,16.356359,32.175312,47.804218,30.491753,40.035156
2007/6/28,127.408966,49.242958,64.260002,42.814716,119.231728,101.452805,25.456007,52.470001,16.413744,32.354774,48.35059,30.75561,40.175949
2007/6/29,128.269089,49.722713,64.269997,42.886791,119.271301,101.480598,25.543085,53,16.219252,32.468842,47.998821,30.747236,40.350281
2007/7/2,129.189392,50.613674,65.019997,43.274216,120.349625,101.484261,25.456007,53.529999,16.477518,33.110668,49.323601,31.308489,40.967144
2007/7/3,129.132492,50.510872,64.739998,43.526485,120.785774,101.465752,25.127043,53.540001,16.557226,33.306877,49.398445,31.22053,41.161591
2007/7/5,129.018784,50.373802,64.419998,43.841843,120.65889,101.512184,25.514061,54.150002,16.585917,33.685585,48.956856,31.413198,40.967144
2007/7/6,129.274597,50.133919,64.959999,44.022026,121.293205,101.512184,25.843023,54.68,16.611423,33.977604,49.622978,31.739899,41.302391
2007/7/9,129.170319,50.133919,65.379997,44.049053,121.388313,101.540077,25.775295,54.349998,16.707079,34.068871,50.259171,32.062405,41.322506
2007/7/10,130.26976,50.236725,65.610001,43.679665,119.659859,101.577293,26.278418,54.720001,16.611423,33.472656,49.58556,31.62261,40.698952
2007/7/11,130.487793,50.065392,65.440002,43.976982,120.508278,101.577293,26.297768,54.66,16.713455,34.058212,49.817581,31.737799,41.08783
2007/7/12,130.810028,50.40807,66.019997,44.652718,122.411118,101.595848,26.559004,54.740002,16.844179,35.072685,50.857941,32.317898,42.080158
2007/7/13,130.866898,50.647938,66.029999,44.959038,122.775848,101.614494,26.67511,55.540001,16.981281,35.163944,50.723221,32.33046,41.932659
2007/7/16,130.791031,50.545139,65.82,44.913994,122.759964,101.623749,25.775295,55.759998,16.738958,34.792835,50.446293,32.146183,41.925949
2007/7/17,130.791031,50.270992,65.75,45.256374,122.696548,101.642387,25.252825,55.639999,16.713455,34.753273,50.341503,32.183872,41.744904
2007/7/18,130.980637,50.031124,66.620003,45.202312,122.474571,101.670227,25.707567,56.580002,16.738958,34.829334,50.363953,32.066597,41.50354
2007/7/19,130.961594,50.270992,67.010002,45.337456,122.950241,101.688828,25.591463,57.080002,16.914318,35.136555,51.194759,32.430977,41.744904
2007/7/20,131.274399,50.065392,67.580002,45.094196,121.705482,101.726028,25.523735,57,16.585917,34.639206,50.887871,32.384907,41.061008
2007/7/23,131.056442,50.373802,67.470001,45.112206,122.078133,101.726028,24.865808,56.380001,16.560413,35.430107,51.711182,32.680191,41.322506
2007/7/24,131.245972,50.202454,67.470001,44.445499,119.961159,101.735283,25.088343,55.16,16.420122,34.026272,50.633408,32.294853,40.47768
2007/7/25,130.307693,50.236725,66.900002,44.508568,120.206932,101.763184,25.185097,57.439999,16.675194,33.8027,50.558563,32.454025,40.269829
2007/7/26,130.544678,49.345768,65.650002,44.13015,117.360558,101.818977,25.272175,56.220001,16.531721,32.053631,48.50029,30.847755,38.948956
2007/7/27,129.596893,48.866016,65.410004,43.238174,115.053299,101.818977,25.156069,57.740002,16.190561,31.977585,47.317719,30.020544,38.419262
2007/7/30,130.175034,49.688442,65.769997,43.742702,116.853127,101.818977,24.991589,57.5,16.228819,32.83234,48.328144,30.780739,39.217167
2007/7/31,130.07074,49.448566,65.790001,42.823723,115.536957,101.85614,25.359253,58.529999,16.040709,32.654392,47.639561,30.575516,39.049534
2007/8/1,129.938644,49.071617,65.93,43.157089,116.099892,101.891594,25.068993,57.759998,15.93231,32.365417,47.025814,30.152481,39.264103
2007/8/2,130.261795,48.831741,65.889999,43.553516,117.027565,101.92894,25.301201,57.700001,16.372299,32.776073,47.901516,30.35981,39.411602
2007/8/3,131.088791,48.146385,66.690002,42.724621,114.014656,101.95697,25.185097,56.439999,16.263897,31.265785,46.756378,29.381809,38.875202
2007/8/6,131.060257,48.866016,66.519997,43.220146,115.925491,101.947617,25.243149,54.200001,16.630558,31.673397,47.272812,29.989128,39.431713
2007/8/7,130.737061,48.763203,66.480003,43.526485,117.162338,101.95697,25.397955,54.360001,17.048231,32.114468,47.789249,30.020544,39.827301
2007/8/8,131.250366,49.174423,66.769997,44.004002,118.795631,101.975616,25.659191,54.27,17.446777,33.004219,48.867043,30.870802,40.243015
2007/8/9,130.138184,48.386261,65.459999,42.985905,115.275284,102.040939,25.446331,53.779999,17.303305,31.620161,46.965946,29.794367,39.096481
2007/8/10,130.271301,47.700905,66.57,42.598476,114.736168,102.059631,25.523735,53.639999,16.844179,30.99201,47.400051,29.507469,38.660652
2007/8/13,129.510895,47.76944,66.260002,42.886791,115.14846,102.078262,25.572113,53.849998,16.834608,30.935738,47.115639,29.800653,38.506432
2007/8/14,128.80751,47.632366,66.290001,42.15699,113.388252,102.134232,25.504385,54.23,16.834608,29.764631,46.08276,28.962973,37.943222
2007/8/15,127.980545,46.844204,66.129997,41.355125,111.826309,102.236893,25.281849,55.130001,16.786787,28.287802,44.907684,27.683403,37.051456
2007/8/16,127.685829,46.947014,64.68,40.949665,112.666763,102.339584,24.769053,53.580002,16.834608,27.545589,44.458599,26.931581,37.111809
2007/8/17,128.427246,46.604336,65.010002,41.724529,114.736168,102.376877,24.943213,54.029999,17.073742,28.80644,44.750507,27.800682,37.990162
2007/8/20,128.417786,46.090317,65.120003,41.922726,114.680641,102.507561,25.059317,53.540001,17.214027,29.019379,44.705585,28.481291,37.708546
2007/8/21,128.246658,46.672859,65.07,42.364216,114.910545,102.554237,25.214123,52.43,17.319244,28.988955,44.787922,28.332609,37.614685
2007/8/22,128.96904,47.289692,65.400002,42.940842,116.274323,102.563576,25.823673,52.349998,17.309685,30.426229,46.269871,29.329456,38.472908
2007/8/23,129.149704,47.632366,65.309998,42.823723,116.171234,102.554237,25.736593,52.650002,17.293736,30.722813,46.08276,29.947252,38.372334
2007/8/24,130.214279,47.87225,66.110001,43.427376,117.606369,102.414238,25.862373,53.639999,17.430841,31.626245,47.220425,30.546196,39.243988
2007/8/27,130.033676,47.495293,65.980003,43.139072,116.512192,102.367577,25.746269,54.330002,17.398952,31.604965,46.898579,30.324209,38.881908
2007/8/28,129.729538,47.049812,65.589996,42.111946,113.95118,102.460892,25.630165,54.029999,17.150261,29.954754,46.329758,29.256153,37.815823
2007/8/29,130.318848,47.495293,66.07,43.319256,116.187126,102.479599,25.678543,55.549999,17.376635,31.109144,47.968884,30.41007,38.895321
2007/8/30,129.843567,47.18689,65.800003,43.544506,115.877869,102.544899,26.017179,55.5,17.472282,31.159309,47.527283,29.829977,38.660652
2007/8/31,129.862595,48.214924,66.519997,44.031036,117.019615,102.526222,25.775295,55.779999,17.752867,32.265045,48.694885,30.606928,39.25069
2007/9/4,129.731964,47.940781,67.440002,44.760834,118.201004,102.524338,26.452576,56.75,18.176918,32.897751,49.361012,31.147238,39.532284
2007/9/5,130.218185,47.015545,67.559998,44.310341,117.178185,102.57122,26.433224,57.259998,18.199236,32.243748,48.530224,30.493839,38.875202
2007/9/6,130.513611,47.049812,68.860001,44.274307,117.447731,102.524338,26.007505,57.630001,18.269381,32.722832,48.934395,31.099064,39.096481
2007/9/7,131.409775,46.80994,69.389999,43.454399,115.814461,102.646141,26.123611,57.759998,18.07489,31.857426,48.036247,30.575516,38.53326
2007/9/10,131.676651,46.398731,69.620003,43.427376,115.592453,102.655502,26.007505,58.790001,17.988808,31.422436,48.552689,30.778652,38.600307
2007/9/11,132.03891,46.878479,70.519997,44.085091,116.940361,102.646141,26.113935,58.959999,18.227928,32.268082,49.398445,31.674982,39.150105
2007/9/12,132.74437,46.741402,70.459999,44.094097,117.241615,102.702301,26.481602,60,18.160969,32.411045,49.443348,31.725235,39.203747
2007/9/13,132.515579,46.398731,70.080002,44.310341,118.066238,102.664871,26.278418,60.169998,18.058952,32.887089,49.772671,31.999577,39.458534
2007/9/14,132.496506,46.535801,69.989998,44.346386,118.058289,102.664871,26.481602,59.790001,18.007933,32.897751,49.420906,32.041466,39.277508
2007/9/17,132.372528,46.295925,70.970001,43.976982,117.423981,102.693008,26.67511,60.669998,17.823009,32.2696,48.949368,31.339903,38.928852
2007/9/18,133.459305,46.775677,71.699997,45.08519,120.880905,102.730469,26.80089,62.049999,18.32358,34.373043,49.233784,32.611092,40.645302
2007/9/19,133.335419,47.289692,71.43,45.202312,121.594498,102.796043,26.994396,61.82,18.317205,34.56469,50.738186,33.036213,40.906803
2007/9/20,134.441162,47.118351,72.720001,45.076183,120.738182,102.796043,27.691029,62.650002,18.211988,34.321335,50.334015,32.952446,41.094543
2007/9/21,134.631836,47.221157,72.339996,45.397095,121.063995,102.824158,27.836159,62.139999,18.288507,34.753273,50.745682,33.193279,41.338303
2007/9/24,134.555588,47.39249,72.279999,45.604431,120.840927,102.833488,27.894211,61.82,18.396914,35.239983,50.872917,33.637249,41.075684
2007/9/25,135.16571,47.666637,72.330002,46.037125,120.601959,102.861618,27.826483,61.07,18.400101,35.317547,51.089973,33.999554,41.149757
2007/9/26,135.032196,48.07785,72,46.262493,121.239258,102.889717,28.116745,61.700001,18.610533,36.04607,51.366882,34.32626,41.358505
2007/9/27,135.280151,49.174423,72.699997,46.496864,121.95623,102.899017,28.977859,63.439999,18.546772,36.675739,52.00309,34.629906,41.749062
2007/9/28,136.347733,49.140152,73.510002,46.343624,121.54995,102.861618,28.542463,62.549999,18.508511,36.730492,51.568981,34.826767,41.937599
2007/10/1,136.158463,49.688442,73.900002,46.875481,122.920181,102.885086,28.397333,61.59,18.731697,38.205803,52.497078,35.580681,42.334892
2007/10/2,135.030426,49.551373,72.349998,46.88448,122.752892,102.894478,27.28466,61.630001,18.667927,38.18298,52.646763,35.425709,42.099209
2007/10/3,134.75325,49.585636,71.900002,46.559971,122.505898,102.94149,27.449144,61.290001,18.989948,36.458237,52.721619,34.879128,41.823128
2007/10/4,135.250275,49.551373,72.870003,46.66814,122.697083,102.94149,27.391088,62.610001,18.916618,36.730492,53.342831,35.0676,41.978001
2007/10/5,135.279007,50.202454,73.400002,47.614666,124.154922,102.913277,27.497519,62.279999,19.20676,38.281837,54.30835,35.932507,42.287754
2007/10/8,134.361252,49.928322,72.529999,47.91214,123.493736,102.894478,26.878294,60.759998,19.20676,38.281837,53.717052,35.339848,41.850063
2007/10/9,135.059082,49.791245,73.089996,48.119484,124.656799,102.932083,27.28466,61.400002,19.197191,38.897823,54.517925,36.31366,42.233891
2007/10/10,135.422363,49.688442,73.360001,48.23666,124.449692,102.969688,27.449144,62.400002,19.28966,38.911514,53.784424,36.146118,42.112682
2007/10/11,135.804733,49.756981,73.910004,47.470425,123.85218,102.979073,27.671677,63.59,19.047346,38.51302,53.889221,36.31366,42.348358
